timestamp,run_id,x_utm,y_utm,latitude,longitude,heading,bearing,compass_heading,fix_quality,satellite_count,deviation,data_age,status
2025-05-12T09:20:33.176896,,0.0,0.0,0.0,0.0,0.0,90.0,East,No Fix,0,0,0,ERROR
2025-05-12T09:20:33.271583,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,10,2000.0,0,OK
2025-05-12T09:20:33.410587,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,11,2000.0,0,OK
2025-05-12T09:20:33.548792,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,8,2000.0,0,OK
2025-05-12T09:20:33.820921,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,9,2000.0,0,OK
2025-05-12T09:20:34.559013,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,11,2000.0,0,OK
2025-05-12T09:20:34.868890,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,8,2000.0,0,OK
2025-05-12T09:20:34.974596,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,10,2000.0,0,OK
2025-05-12T09:20:35.100633,,380000.0,2044880.0,18.490938437156704,85.8633283042554,0.0,90.0,East,3D Fix,8,2000.0,0,OK
2025-05-12T09:20:35.209607,,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,9,8769.21,0,OK
2025-05-12T09:20:35.209607,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,12,8769.21,0,OK
2025-05-12T09:20:35.334421,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,11,8769.21,0,OK
2025-05-12T09:20:35.463662,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,12,8769.21,0,OK
2025-05-12T09:20:35.591905,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,8,8769.21,0,OK
2025-05-12T09:20:35.708212,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,10,8769.21,0,OK
2025-05-12T09:20:35.838950,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,10,8769.21,0,OK
2025-05-12T09:20:35.993024,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,9,8769.21,0,OK
2025-05-12T09:20:36.103701,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,0.0,90.0,East,3D Fix,11,8769.21,0,OK
2025-05-12T09:20:36.245462,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,10.476596698583545,79.52340330141645,East,3D Fix,9,8769.21,0,OK
2025-05-12T09:20:36.391055,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,10.476596698583545,79.52340330141645,East,3D Fix,10,8769.21,0,OK
2025-05-12T09:20:36.512188,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,10.476596698583545,79.52340330141645,East,3D Fix,11,8769.21,0,OK
2025-05-12T09:20:36.621977,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,10.476596698583545,79.52340330141645,East,3D Fix,11,8769.21,0,OK
2025-05-12T09:20:36.751108,1,380095.17,2044879.12,18.490935894721186,85.86422970138625,10.476596698583545,79.52340330141645,East,3D Fix,12,8769.21,0,OK
